,id,parentId,name,displayName,country,countrySubDivisionCode,phone,website,street,city,postalCode,email,logoPath,logoUrl,coordinates
13,187424,54244,Century Marine - Utah,Century Marine - Utah,US,UT,(801) 893-2814,,1471 W 1250 S,Orem,84057,sbosley@centurymarine.com,,https://images.boatsgroup.com/images/1/upload/century_marine_logo.png,"[-111.694943, 40.297182]"
14,46962,,Utah Marine,Utah Marine,US,UT,801-396-7914,http://www.utahmarine.com/,2065 W 500 N,Springville,84663,rich@utahmarine.com,,,"[-111.610922, 40.166857]"
15,292211,,BOARDCO,BOARDCO,US,UT,(801) 491-3710,http://www.mmwatersports.com,1015 North 2000 West,Springville,84663,mitch@boardco.com,,https://images.boatsgroup.com/images/1/upload/BoardCo.png,"[-111.610922, 40.166857]"
16,169486,169454,Prestige Water Sports,Prestige Water Sports,US,ID,208-343-1983,http://www.prestigewatersports.com,2820 W Main Street,Boise,83702,marketing@tige.com,,,"[-116.155005, 43.664659]"
17,267847,267011,Prestige Water Sports,Prestige Water Sports,US,ID,208-343-1983,http://www.prestigewatersports.com,2820 W Main Street,Boise,83702,marketing@tige.com,,,"[-116.155005, 43.664659]"
18,35157,,Prestige Water Sports,Prestige Water Sports,US,ID,208-343-1983,http://www.prestigewatersports.com/,2820 W Main Street,Boise,83702,chad@prestigewatersports.com,,http://images.boatsgroup.com/images/1/upload/PrestigeWaterSports.png,"[-116.155005, 43.664659]"
19,502932,,Inflatable Boats of Idaho,Inflatable Boats of Idaho,US,ID,208-519-4981,,500 East Balmoral Rd,Boise,83702,inflatableboatsofidaho@gmail.com,,,"[-116.155005, 43.664659]"
20,49707,,Dennis Dillon RV & Marine Center,Dennis Dillon RV & Marine Center,US,ID,208-336-6000,https://www.ddrv.com/,6560 West Targee St.,Boise,83705,jeremyw@ddrv.com,,https://images.boatsgroup.com/images/1/upload/Dennis+Dillon.png,"[-116.219444, 43.560626]"
21,64855,,Bretz RV & Marine,Bretz RV & Marine,US,ID,208-586-3129,https://www.bretzrv.com/locations/idaho/nampa/home,1608 Industrial Rd,Nampa,83687,leads@bretzrv.com,,https://images.boatsgroup.com/images/1/upload/Bretz+logo.png,"[-116.529845, 43.598307]"
22,5560,,Idaho Water Sports,Idaho Water Sports,US,ID,208-467-7477,https://www.idahowatersports.com/,2175 N Samantha Ct,Nampa,83687,leads@idahowatersports.com,,https://images.boatsgroup.com/images/1/upload/Idaho+Water+Sports.png,"[-116.529845, 43.598307]"
23,267824,267011,Montana Boat Center,Montana Boat Center,US,MT,406-443-6400,http://www.montanaboatcenter.com,2531 N Montana Ave,Helena,59601,marketing@tige.com,,,"[-112.17619, 46.529262]"
24,169493,169454,Montana Boat Center,Montana Boat Center,US,MT,406-443-6400,http://www.montanaboatcenter.com,2531 N Montana Ave,Helena,59601,marketing@tige.com,,,"[-112.17619, 46.529262]"
25,282550,64855,Bretz RV & Marine,Bretz RV & Marine,US,MT,406-426-9534,,2999 Old Hardin Rd,Billings,59101,leads@bretzrv.com,,https://images.boatsgroup.com/images/1/upload/Bretz+logo.png,"[-108.49607, 45.787496]"
26,5002,,Casper Marine & Recreation,Casper Marine & Recreation,US,WY,307-235-3900,https://www.caspermarineandrec.com/,3010 S. Energy Lane,Casper,82604,fawnw@whitesmarine.com,,https://images.boatsgroup.com/images/1/upload/White's%20Marine%20Center.jpg,"[-106.700257, 43.016029]"
27,282548,64855,Bretz RV & Marine Missoula,Bretz RV & Marine Missoula,US,MT,833-273-8978,,4800 Grant Creek Rd,Missoula,59808,leads@bretzrv.com,,https://images.boatsgroup.com/images/1/upload/Bretz+logo.png,"[-114.108385, 46.999422]"
28,282547,64855,Gull Boats and RV,Gull Boats and RV,US,MT,833-273-8978,http://www.gullboatsandrv.com,2601 W. Broadway,Missoula,59808,leads@bretzrv.com,,https://images.boatsgroup.com/images/1/upload/Bretz+logo.png,"[-114.108385, 46.999422]"
29,43479,,Sundance Marine,Sundance Marine,US,CO,970-243-4333,www.sundancemarine.com,2291 Tall Grass Dr,GRAND JUNCTION,81505,info@sundancemarine.com,,https://images.boatsgroup.com/images/1/upload/SundanceMarine-logo.png,"[-108.550732, 39.063956]"
30,34434,,Mattas Marine & RV,Mattas Marine & RV,US,CO,866-942-0108,http://www.mattasmarine.com/,2308 Hwy 6 and 50,Grand Junction,81505,greg@mattasmarine.com,,https://images.boatsgroup.com/images/1/upload/mattasmarine-logo.png,"[-108.550732, 39.063956]"
31,35249,,Great Falls,Launch Watersports - Great Falls,US,MT,(406)761-1851,https://www.launchwatersports.com/,4250 Lower River Road,Great Falls,59405,braylen.sykes@sykesind.com,,https://images.boatsgroup.com/images/1/upload/Launch+Watersports+Logo.png,"[-111.344187, 47.300312]"
32,62233,,Guy's Outdoor Equipment,Guy's Outdoor Equipment,US,ID,208-746-0381,http://www.guysoutdoor.com,1701 Main Street,Lewiston,83501,v2_leads_pool2_1662@dp360crm.com,,https://images.boatsgroup.com/images/1/upload/Guys+Outdoor.png,"[-117.021614, 46.419591]"
33,34910,,RPM,RPM,US,UT,435-656-5811,http://www.rogersperformancemarine.com/,140 North Highway 91,Hurricane,84737,rpmrogerb@yahoo.com,,https://images.boatsgroup.com/images/1/upload/RPM%20Roger's%20Performance.png,"[-113.289948, 37.175261]"
34,418268,267011,Germaine Marine - St. George,Germaine Marine - St. George,US,UT,(435) 222-9522,,1880 East Washington Dam Road,Washington,84780,marketing@tige.com,,,"[-113.508287, 37.130537]"
35,431877,3382,Germaine Marine St. George,Germaine Marine St. George,US,UT,(435) 222-9522,,1880 E. Washington Dam Rd,Washington,84780,v2_leads_pool3_a_1818@dp360crm.com,,https://images.boatsgroup.com/images/1/upload/GermaineMarineLogo.jpg,"[-113.508287, 37.130537]"
36,284519,34627,Taylor's Boats - St. George,Taylor's Boats - St. George,US,UT,801-874-0366,http://www.taylorsboats.com,653 N 350 E,St. George,84790,sales@taylorsboats.com,,https://images.boatsgroup.com/images/1/upload/taylorsboats-logo.png,"[-113.63346, 37.133233]"
37,305924,35249,Kalispell,Launch Watersports - Kalispell,US,MT,(406)755-5790,https://www.launchwatersports.com/,2291 US Hwy 93 South,Kalispell,59901,sales@launchkalispell.com,,https://images.boatsgroup.com/images/1/upload/Launch+Watersports+Logo.png,"[-113.925034, 48.120177]"
38,220655,,Unlimited Yacht Sales,Unlimited Yacht Sales,US,AZ,928-645-4060,,PO Box 1865,Page,86040,uysyachtsales@gmail.com,,,"[-111.457294, 36.91483]"
39,10550,,Lake Powell Resorts & Marinas,ARAMARK - Lake Powell Resorts & Marinas,US,AZ,928-645-1039,lakepowellmarinas.com,P.O. Box 1926,Page,86040,boatbrokerage@aramark.com,,https://images.boatsgroup.com/images/1/upload/Lake+Powell+Resorts.png,"[-111.457294, 36.91483]"
40,34576,,Northwest Marine and Sport,Northwest Marine and Sport,US,WA,(509) 545-5586,http://www.nwmarineandsport.com/,2250 Commercial Ave,PASCO,99301,sales@nwmarineandsport.com,,https://images.boatsgroup.com/images/1/upload/Northwest%20Marine%20and%20Sport.png,"[-119.092101, 46.230674]"
41,2244,,Traveland Rv & Marine,Traveland Rv & Marine,US,WA,(509) 586-8213,http://www.travelandrvmarine.com/,915 S Ely,Kennewick,99336,trlinternet@proresponse.net,,,"[-119.119919, 46.208707]"
42,512624,,RideNow Powersports Tri-Cities,Ridenow Powersports Tricities - RideNow Powersports Tri-Cities,US,WA,509-735-1117,https://www.ridenowtricities.com/default.asp?category=boat&category=personal%20watercraft&condition=new&condition=pre-owned&page=xAllInventory&pg=1,3305 W. 19th Ave,Kennewick,99338,Sales@ridenowtricities.edealerhub.com,,https://images.boatsgroup.com/images/1/upload/ridenow-logo.png,"[-119.305892, 46.084463]"
43,10277,,Hagadone Marine Group,Hagadone Marine Group,US,ID,(208) 664-8274,https://www.hagadonemarine.com/,1000 South Marina Drive,Coeur d'Alene,83814,leads@hagadonemarine.com,,https://images.boatsgroup.com/images/1/upload/HagadoneMarineGroup.png,"[-116.745465, 47.673795]"
44,34940,,StanCraft Marine Center,StanCraft Marine Center,US,ID,8884308762,http://www.stancraftofidaho.com/,1705 NW Blvd,Coeur d' Alene,83814,jason@stancraftmarinecenter.com,,https://images.boatsgroup.com/images/1/upload/Stancraft%20Marine%20Center.png,"[-116.745465, 47.673795]"
45,360776,,Ascent Watersport,Ascent Watersport,US,ID,208-661-9775,,10145 N. Aero Drive,Hayden,83814,dirk@montaraboatscda.com,,,"[-116.745465, 47.673795]"
46,267823,267011,Midway Automotive Group Inc - Midway Marine,Midway Automotive Group Inc - Midway Marine,US,ID,509-370-1300,www.tigeboatsnorthwest.com,1665 E Edmonton Ave,Post Falls,83854,marketing@tige.com,,,"[-116.948088, 47.711011]"
47,169491,169454,Midway Automotive Group Inc - Midway Marine,Midway Automotive Group Inc - Midway Marine,US,ID,509-879-4500,www.tigeboatsnorthwest.com,1854 E Mullan Avenue,Post Falls,83854,marketing@tige.com,,,"[-116.948088, 47.711011]"
48,267874,267011,Whitefish Marine,Whitefish Marine,US,MT,406-249-4099,www.whitefishmarine.com,5960 US Hwy 93 S,Whitefish,59937,marketing@tige.com,,,"[-114.334627, 48.410797]"
49,62120,,Whitefish Marine,Whitefish Marine,US,MT,(406) 862-8594,http://www.whitefishmarine.com,5960 U.S. Hwy 93 S,Whitefish,59937,v2_leads_pool7_2293@dp360crm.com,,http://images.boatsgroup.com/images/1/upload/WhitefishMarine.png,"[-114.334627, 48.410797]"
50,222302,169454,Whitefish Marine,Whitefish Marine,US,MT,406-862-8594,https://www.whitefishmarine.com/,5960 US Hwy 93 South,Whitefish,59937,marketing@tige.com,,,"[-114.334627, 48.410797]"
51,426437,,West Coast Boat Center Reno,West Coast Boat Center Reno,US,NV,775-329-2331,https://www.westcoastboatcenterreno.com/,650 Innovation Dr.,Reno,89511,gavin@westcoastboatcenterreno.com,,https://images.boatsgroup.com/images/1/upload/westcoast+%282%29.png,"[-119.812658, 39.526121]"
52,346304,,Island Lake Marine & Sports,Island Lake Marine & Sports,US,CO,970-225-6666,http://www.islandlakemarine.com/,5887 S.W. Frontage,Fort Collins,80525,jjensen@islandlakemarine.com,,https://images.boatsgroup.com/images/1/upload/Screen+Shot+2022-10-25+at+10.23.53+AM.png,"[-105.066809, 40.550853]"
53,35169,,Desert Valley Powersports,Desert Valley Powersports,US,WA,5097860260,www.desertvalleypowersports.com,325 Merlot Drive,PROSSER,99350,denchel1@yahoo.com,,https://images.boatsgroup.com/images/1/upload/desertvalleypowersports-logo612020.png,"[-119.768922, 46.2068]"
54,34992,,Tahoe Vista Sports,Tahoe Vista Sports,US,CA,(888) 736-8551,http://www.tahoevistasports.com/,7360 North Lake Blvd,Tahoe Vista,96148,doug@tahoevistasports.com,,https://images.boatsgroup.com/images/1/upload/Tahoe+Vista+Sports.jpg,"[-120.053321, 39.242383]"
55,169473,169454,Waterski Specialty - WWS,Waterski Specialty - WWS,US,CO,303-430-0202,https://www.wwstige.com,6851 Pecos Street,Denver,80221,marketing@tige.com,,,"[-104.953783, 39.877517]"
56,272356,,Mastercraft Colorado,Mastercraft Colorado,US,CO,303-429-1895,http://swperformancemarine.com/,7300 Broadway,Denver,80221,leads.201@threeclixdealers.com,,https://images.boatsgroup.com/images/1/upload/Mastercraft+Colorado.png,"[-104.953783, 39.877517]"
57,267870,267011,Waterski Specialty - WWS,Waterski Specialty - WWS,US,CO,303-430-0202,https://www.wwstige.com,6851 Pecos Street,Denver,80221,marketing@tige.com,,,"[-104.953783, 39.877517]"
58,282146,34439,Action Watersports- Colorado,Action Watersports- Colorado,US,CO,303-390-1390,www.awsboatsco.com,4404 E 60th Ave,Denver,80022,leads@awsboatsco.com,,https://images.boatsgroup.com/images/1/upload/actionwatersportsaz-logo.png,"[-104.953783, 39.877517]"
59,36502,,Wakeboard & Water Ski Specialty,Wakeboard & Water Ski Specialty,US,CO,303-430-0202,www.wwstige.com,6851 Pecos Street,Denver,80221,sales@wwstige.com,,https://images.boatsgroup.com/images/1/upload/Screen+Shot+2022-10-04+at+7.00.09+PM.png,"[-104.953783, 39.877517]"
60,21086,,Image Boats,Image Boats,US,NV,702-281-0304,https://www.imageboats.com/,.,Las Vegas,89124,imageboats@gmail.com,,http://www.yachtworld.com/imageboats/images/L75961.jpg,"[-115.148516, 36.167256]"
61,179459,,Image Boats,Image Boats,US,NV,(702) 281-0304,,1019 Armillaria Street,Henderson,89011,imageboats@gmail.com,,,"[-114.966586, 36.124705]"
62,5107,,BoatingLakeMead,BoatingLakeMead,US,NV,702-451-2992,https://boatinglakemead.com/,4290 Boulder Hwy,Las Vegas,89121,boatinglakemead.leadimport@gmail.com,,https://images.boatsgroup.com/images/1/upload/Boating+Lake+Mead.jpg,"[-115.091923, 36.122428]"
63,433626,,Great Lakes Marine,Great Lakes Marine,US,CO,303-791-6100,http://www.greatlakesmarine.net/,12294 Mead Way,Littleton,80125,kellen@greatlakesmarine.net,,,"[-104.975103, 39.547321]"
64,399310,,Boulder City RV,Boulder City RV,US,NV,702-790-1639,https://bouldercityrv.com/,1495 Boulder City Pkwy,Boulder City,89005,kirk.bouldercityrv@gmail.com,,https://images.boatsgroup.com/images/1/upload/Boulder+City+RV.png,"[-114.833774, 35.978764]"
65,13015,,Valley Marine,Valley Marine,US,WA,(509) 453-6302,https://www.yvmarine.com/,101 E. Court Street,Union Gap,98903,v2_leads_pool2_1654@dp360crm.com,,https://images.boatsgroup.com/images/1/upload/Valley+Marine.png,"[-120.475064, 46.557349]"
66,267848,267011,Recreation Station,Recreation Station,US,SD,605-717-4386,www.recstation.net,3595 E Colo Blvd,Spearfish,57783,marketing@tige.com,,,"[-103.85937, 44.490817]"
67,215144,169454,Recreation Station,Recreation Station,US,SD,605-717-4386,,3595 E Colorado Blvd,Spearfish,57783,marketing@tige.com,,,"[-103.85937, 44.490817]"
68,1023,,"Bob Feil Boats & Motors, Inc","Bob Feil Boats & Motors, Inc",US,WA,(509) 884-3558,http://www.bobfeil.com/,2131 Sunset Hwy,East Wenatchee,98802,v2_leads_pool2_1646@dp360crm.com,,https://www.bobfeil.com/images/bobfeil-logo.png,"[-120.293126, 47.415682]"
69,1444,,Four Seasons Sports Center,Four Seasons Sports Center,US,SD,605-342-1110,http://www.fourseasonssportscenter.com/index.htm,1600 E St. Patrick St.,Rapid City,57703,jess@fourseasonssportscenter.com,,,"[-103.080899, 44.02612]"
70,1139,,Auburn Outboard Marine,Auburn Outboard Marine,US,CA,916-652-1660,www.auburnoutboardmarine.com,3320 Boyington Road,Loomis,95650,mike@auburnoutboardmarine.com,,https://images.boatsgroup.com/images/1/upload/auburnoutboardmarine-logo.png,"[-121.193004, 38.821289]"
71,49754,,NorCal Boatmax,NorCal Boatmax,US,CA,855-405-6324,http://www.norcalboatmax.com/,3320 Boyinton Rd.,Loomis,95650,bill@norcalboatmax.com,,https://images.boatsgroup.com/images/1/upload/Norcal+Boatmax.png,"[-121.193004, 38.821289]"
72,180045,,AZ MARINE,AZ MARINE,US,AZ,928-637-6500,http://azmarine.net,1881 East Huntington Dr.,Flagstaff,86004,sales@azmarine.net,,https://images.boatsgroup.com/images/1/upload/AZ+marine.png,"[-111.407702, 35.265423]"
73,52905,,Goldkey Boathouse,Goldkey Boathouse,US,CA,916-358-5004,https://www.goldkeyboathouse.com/,1120 Suncast Ln,El Dorado Hills,95762,info@goldkeystorage.com,,https://images.boatsgroup.com/images/1/upload/Goldkey+Boathouse.png,"[-121.074327, 38.656118]"
74,426334,332659,Pinnacle Marine Center - Redding,Pinnacle Marine Center - Redding,US,CA,480-298-1535,https://www.pinnaclemarinecenter.com/,7672 Avianca Drive Suite E,Redding,96002,pinnaclemarinecenter@gmail.com,,https://images.boatsgroup.com/images/1/upload/PMC.png,"[-122.313965, 40.528575]"
75,146067,,Pavati Marine,Pavati Marine,US,OR,541-826-3551,http://www.pavati.com/,7905 Agate Road,White City,97503,brody.shannon@pavati.com,,https://images.boatsgroup.com/images/1/upload/pavatilogo123121.png,"[-122.838804, 42.431975]"
76,169472,169454,West Coast Boat Center,West Coast Boat Center,US,CA,916-415-1000,http://www.westcoastboatcenter.com/,4371 Granite Drive,Rocklin,95677,marketing@tige.com,,,"[-121.235783, 38.790734]"
77,267872,267011,West Coast Boat Center,West Coast Boat Center,US,CA,916-415-1000,http://www.westcoastboatcenter.com/,4371 Granite Drive,Rocklin,95677,marketing@tige.com,,,"[-121.235783, 38.790734]"
78,62423,,WEST COAST BOAT CENTER,WEST COAST BOAT CENTER,US,CA,9164151000,https://www.westcoastboatcenter.com,4371 GRANITE DR,Rocklin,95677,greg@westcoastboatcenter.com,,https://images.boatsgroup.com/images/1/upload/westcoastboatcenter-dealer-logo.png,"[-121.235783, 38.790734]"
79,282083,,Pat Jones,Pat Jones,US,OR,5039223259,https://pdxmarine.com/,9885 SE Mather Rd,Clackamas,97015,pat@pdxmarine.com,,https://images.boatsgroup.com/images/1/upload/PortlandMarineElectronics2.JPG,"[-122.400437, 45.284251]"
80,58517,,Water World Boat & Powersport,Water World Boat & Powersport,US,OR,541-826-5535,https://www.waterworldmedford.com/,5731 Crater Lake Hwy,Medford,97502,ted@waterworldboats.com,,,"[-122.912721, 42.376782]"
81,34636,,Reed's Marine,Reed's Marine,US,WA,509-687-1302,https://chelanboat.com/,225 E. Wapato Way,"Chelan, Lake Chelan",98831,mailbox@reedsmarine.org,,https://imt.qa.boatwizard.com/images/1/upload/ReedsMarineColor.png,"[-120.158412, 47.884857]"
82,39185,,Rocky Mountain Boat Company,Rocky Mountain Boat Company,US,CO,719-547-3100,http://www.romoboco.com/,290 S McCulloch Blvd,Pueblo West,81007,sales@romoboco.com,,,"[-104.741617, 38.322986]"
83,39530,34591,Larson Marine Rancho Cordova,Larson Marine Rancho Cordova,US,CA,877-564-3906,http://www.larsonmarine.com,11361 Folsom Blvd,Rancho Cordova,95742,mikef@larsonmarine.com,,https://images.boatsgroup.com/images/1/upload/larsonmarine-dealer-logo.png,"[-121.204336, 38.579355]"
84,34704,34662,Clemens Marina Inc - Troutdale,Clemens Marina Inc - Troutdale,US,OR,503-492-7400,http://www.clemensmarina.com,1774 NW Commerce Ct,Troutdale,97060,sales@clemensmarina.com,,https://images.boatsgroup.com/images/1/upload/ClemensMarinalogo.png,"[-122.391155, 45.531793]"
85,34662,,Clemens Marina Inc - S E  Portland,Clemens Marina Inc - S E  Portland,US,OR,888-369-6559,http://www.clemensmarina.com,19215 S E McLoughlin Gladstone,Portland,97027,sales@clemensmarina.com,,https://images.boatsgroup.com/images/1/upload/ClemensMarinalogo.png,"[-122.594814, 45.380676]"
86,3143,,Sportcraft Marina Inc.,Sportcraft Marina Inc.,US,OR,503-656-6484,http://sportcraftmarina.com/,13200 SE McLoughlin Boulevard,Portland,97222,sportcraftmarinainc@comcast.net,,http://www.sportcraftmarina.com/images/sportcraftmarina-logo.png,"[-122.586068, 45.434107]"
87,34663,34662,Clemens Marina Inc - Eugene,Clemens Marina Inc - Eugene,US,OR,888-429-9488,http://www.clemensmarina.com,309 River Ave,Eugene,97404,sales@clemensmarina.com,,https://images.boatsgroup.com/images/1/upload/ClemensMarinalogo.png,"[-123.095051, 44.050505]"
88,366243,,Elk Grove Power Sports,Elk Grove Power Sports,US,CA,9167147223,https://www.egpowersports.com/,10297 E. Stockton Blvd.,Elk Grove,95624,leadmanager@egpowersports.com,,https://images.boatsgroup.com/images/1/upload/EGPS+Logo+with+slogan.png,"[-121.315766, 38.44172]"
89,5930,,River City Boat Sales,River City Boat Sales,US,OR,(503) 797-2222,http://www.rivercityboatsales.com/,26177 Boones Ferry Landing,Aurora,97002,stewart.mers@mac.com,,https://images.boatsgroup.com/images/1/upload/RiverCityBoatSales.png,"[-122.755036, 45.23105]"
90,312629,,Eagle Motorsports,Eagle Motorsports,US,AZ,928-257-4332,https://www.eaglemotorsportsaz.com/,2106 AZ Hwy 95,Bullhead City,86442,kenne@eaglemotorsportsaz.com,,https://images.boatsgroup.com/images/1/upload/Eagle+Motorsports.png,"[-114.065971, 34.936974]"
91,292790,34662,Clemens Marina Inc - NE Portland,Clemens Marina Inc - NE Portland,US,OR,503-283-1712,,919 Marine Drive,Portland,97211,sales@clemensmarina.com,,https://images.boatsgroup.com/images/1/upload/ClemensMarinalogo.png,"[-122.643284, 45.577281]"
92,437560,,Hillyer's Mid-City Motorsports,Hillyer's Mid-City Motorsports,US,OR,(503) 981-4747,https://www.hillyersmidcitymotorsports.com/,3000 Hillyer Lane,Woodburn,97071,brandon47@hillyers.com,,,"[-122.855373, 45.143731]"
93,103290,,Northwest Boat Center,Northwest Boat Center,US,OR,503-289-9338,http://www.nwboatcenter.com/,250 NE Tomahawk Island Drive,Portland,97217,nwboats@teleport.com,,http://images.boatsgroup.com/images/1/upload/logo_bw.gif,"[-122.687115, 45.589475]"
94,61710,,W S Yacht Brokers,W S Yacht Brokers,US,OR,503-841-6755,https://www.wsyachtbrokers.com/,909 N Tomahawk Island Dr,Portland,97217,jason@wsyachtbrokers.com,,https://imt.boatwizard.com/images/1/upload/WS+Updated.jpg,"[-122.687115, 45.589475]"
95,1188,,Mel's Marine Service,Mel's Marine Service,US,OR,541-689-0136,http://www.dealers.com/index.cfm?dealer=357,29318 Airport Rd,Eugene,97402,tony@melsmarine.com,,,"[-123.233628, 44.028391]"
96,29233,,Maxxum Marine,Maxxum Marine,US,OR,(541) 686-3572,www.maxxummarine.com,1700 HWY 99N,Eugene,97402,sales@maxxummarine.com,,http://images.boatsgroup.com/images/1/upload/Maxxum.png,"[-123.233628, 44.028391]"
97,345063,40861,Watersports Marine,Watersports Marine,US,CA,559-369-6298,www.watersportsfresno.com,10770 Hwy 41,Madera,93636,jared@watersportsfresno.com,,https://images.boatsgroup.com/images/1/upload/blmboats-logo.png,"[-119.894112, 37.01408]"
98,40861,,Bohner Lacefield Marine,Bohner Lacefield Marine,US,CA,559-431-0336,http://blmboats.com/,10740 Hwy 41,Madera,93636,ryan@blmboats.com,,https://images.boatsgroup.com/images/1/upload/blmboats-logo.png,"[-119.894112, 37.01408]"
99,267031,267011,Bohner Lacefield Marine,Bohner Lacefield Marine,US,CA,559-431-0336,www.blmboats.com,10740 CA-41,Madera,93636,marketing@tige.com,,,"[-119.894112, 37.01408]"
100,169458,169454,Bohner Lacefield Marine,Bohner Lacefield Marine,US,CA,559-431-0336,www.blmboats.com,10740 CA-41,Madera,93636,marketing@tige.com,,,"[-119.894112, 37.01408]"
101,34821,,Semper Speed and Marine,Semper Speed and Marine,US,CA,559-436-1888,http://www.semperspeedandmarine.com/,10854 N. Highway 41,Madera,93636,mark@semperspeedandmarine.com,,https://images.boatsgroup.com/images/1/upload/speed.PNG,"[-119.894112, 37.01408]"
102,267926,,Luxury Sport Marine,Luxury Sport Marine,US,OR,(503) 567-1360,http://luxurysportmarine.com/,7325 SW Bonita Road Suite 200,Tigard,97224,joe@luxurysportautos.com,,https://images.boatsgroup.com/images/1/upload/Luxury+Sport+Marine.png,"[-122.788209, 45.477666]"
103,276430,169454,Luxury Sport Marine,Luxury Sport Marine,US,OR,503-567-1360,luxurysportmarine.com,7325 SW Bonita RD,Tigard,97224,marketing@tige.com,,,"[-122.788209, 45.477666]"
104,267307,267011,Luxury Sport Marine,Luxury Sport Marine,US,OR,503-567-1360,www.luxurysportautos.com,7325 SW Bonita RD,Tigard,97224,marketing@tige.com,,,"[-122.788209, 45.477666]"
105,422010,,Wakesurf Watersports,Wakesurf Watersports,US,CA,209-663-8848,http://www.wakesurfwatersports.com,22832 N HWY 99,Acampo,95220,v2_leads_pool9_2385@dp360crm.com,,https://images.boatsgroup.com/images/1/upload/Wakesurf+Watersports+logo.jpg,"[-121.278559, 38.17464]"
106,18737,,Pacific Sales & Leasing dba Pacific Marine Ctr,Pacific Sales & Leasing dba Pacific Marine Ctr,US,CA,559-432-2277,pacificmarinecenter.com,10452 North Highway 41,Madera,93638,pacificsalesandleasing@gmail.com,,https://images.boatsgroup.com/images/1/upload/pacificmarinecenter_btlogo.png,"[-120.053293, 37.022861]"
107,6493,,Hans' Boat Works,Hans' Boat Works,US,CA,559-739-2628,https://www.hansboatworks.com/,15366 Avenue 296,Visalia,93292,sales@hansboatworks.com,,https://images.boatsgroup.com/images/1/upload/Hans+Boat+Works.png,"[-119.211411, 36.362346]"
108,62480,31314,United Yacht Sales - New York,United Yacht Sales - New York,US,NY,772-463-3131,unitedyacht.com,,Long Island,,leads@unitedyacht.com,,http://www.yachtworld.com/unitedyacht/images/L59909.jpg,"[-121.548819, 38.233596]"
